Album,Artist,Price,Image URL
The Path Of The Clouds Exclusive LP With Autographed Print,Marissa Nadler,$13.99,//www.newburycomics.com/cdn/shop/products/Marissa-Nadler-The-Path-of-the-Clouds-Exclusive-Color-Vinyl-LP-2536669_large.jpg?v=1629832319
Etc. Exclusive 2LP,Jawbreaker,$21.99,//www.newburycomics.com/cdn/shop/products/Jawbreaker-Etc-Exclusive-Color-Vinyl-LP-2602063_large.jpg?v=1666123076
Disposable Life Exclusive EP,Knuckle Puck,$15.99,//www.newburycomics.com/cdn/shop/products/Knuckle-Puck-Disposable-Life-Exclusive-Color-Vinl-LP-2561436_large.jpg?v=1641922155
Pennywise Exclusive LP,Pennywise,$24.99,//www.newburycomics.com/cdn/shop/products/Pennywise-Pennywise-Exclusive-Color-Vinyl-LP-2535127_large.jpg?v=1638304355
Brothers And Sisters Exclusive LP,Allman Brothers,$59.99,//www.newburycomics.com/cdn/shop/products/The-Allman-Brothers-Band-Brothers-and-Sisters-LP-Vinyl-2127773_large.jpeg?v=1446834581
Danse Macabre Exclusive LP,The Faint,$15.99,//www.newburycomics.com/cdn/shop/products/The-Faint-Danse-Macabre-Exclusive-Color-Vinyl-2610580_large.jpg?v=1667941032
An Unexpected Reality Exclusive LP,Gatecreeper,$19.99,//www.newburycomics.com/cdn/shop/products/Gatecreeper-An-Unexpected-Reality-Exclusive-Color-Vinyl-LP-2535848_large.jpg?v=1634652421
Paramore  2 LP,Paramore,$49.99,//www.newburycomics.com/cdn/shop/products/Paramore-Paramore-2LP-Vinyl-1826213_large.jpeg?v=1437498360
Green River Exclusive LP,Creedence Clearwater Revival,$79.99,//www.newburycomics.com/cdn/shop/products/Creedence-Clearwater-Revival-Green-River-LP-Vinyl-2120122_large.jpeg?v=1438962735
Yeah Yeah Yeah Yeah Exclusive LP (Pink),Bikini Kill,$39.99,//www.newburycomics.com/cdn/shop/products/Bikini-Kill-Yeah-Yeah-Yeah-Yeah-LP-Exclusive-Vinyl-2164329_large.jpeg?v=1460151434
Soundtrack - Akira Exclusive 2LP,Geinoh Yamashirogumi,$64.99,//www.newburycomics.com/cdn/shop/products/Geinoh-Yamashirogumi-Akira-Soundtrack-Exclusive-Color-Vinyl-LP-2450341_large.jpg?v=1593470781
England Keep My Bones Exclusive LP,Frank Turner,$49.99,//www.newburycomics.com/cdn/shop/products/Frank-Turner-England-Keep-My-Bones-Exclusive-Color-Vinyl-LP-2363018_large.jpg?v=1542664289
What's Going On Exclusive LP,Marvin Gaye,$59.99,//www.newburycomics.com/cdn/shop/products/Marvin-Gaye-Whats-Going-On-LP-Vinyl-2036235_large.jpeg?v=1440610654
What It Means To Fall Apart Exclusive LP,Mayday Parade,$59.99,//www.newburycomics.com/cdn/shop/products/Mayday-Parade-What-It-Means-To-Fall-Apart-Exclusive-Color-Vinyl-LP-2546311_large.jpg?v=1632853156
The Interrupters Exclusive LP,The Interrupters,$29.99,//www.newburycomics.com/cdn/shop/products/The-Interrupters-The-Interrupters-Exclusive-Color-Vinyl-2610584_large.jpg?v=1667845348
The New Possibility Exclusive LP,John Fahey,$49.99,//www.newburycomics.com/cdn/shop/products/John-Fahey-New-Possibility-Vinyl-LP-2129492_large.jpeg?v=1447699116
Sunlandic Twins Exclusive 2 LP,Of Montreal,$24.99,//www.newburycomics.com/cdn/shop/products/Of-Montreal-The-Sunlandic-Twins-2LP-Vinyl-Exclusive-2173534_large.jpeg?v=1456845540
Soundtrack - Halloween Exclusive LP,John Carpenter,$39.99,//www.newburycomics.com/cdn/shop/products/John-Carpenter-Halloween-Original-Motion-Picture-Soundtrack-Exclusive-Vinyl-LP-2347321_large.jpg?v=1534261468
Let The Bad Times Roll Exclusive LP (Ruby),The Offspring,$26.99,//www.newburycomics.com/cdn/shop/products/The-Offspring-Let-the-Bad-Times-Roll-Exclusive-Color-Vinyl-LP-2507454_large.jpg?v=1614181171
Venice Exclusive 2LP,Anderson Paak,$59.99,//www.newburycomics.com/cdn/shop/products/Anderson-Paak-Venice-Exclusive-Color-Vinyl-2LP-2384939_large.jpg?v=1557779503
Flower Boy 2LP,Tyler The Creator,$39.99,//www.newburycomics.com/cdn/shop/products/Tyler-The-Creator-Flower-Boy-Vinyl-2LP-2326331_large.jpg?v=1553029965
Whole Lotta Red 2LP,Playboi Carti,$36.99,//www.newburycomics.com/cdn/shop/products/Playboi-Carti-Whole-Lotta-Red-Vinyl-2LP-2520209_large.jpg?v=1621545215
American Thighs Exclusive LP (Hot Pink),Veruca Salt,$34.99,//www.newburycomics.com/cdn/shop/files/Veruca-Salt-American-Thighs-Exclusive-Color-Vinyl-LP-2660244_large.jpg?v=1703627678
Soundtrack - Donnie Darko Exclusive LP (Clear),Michael Andrews,$29.99,//www.newburycomics.com/cdn/shop/products/Michael-Andrews-Donnie-Darko-Soundtrack-Exclusive-Color-Vinyl-LP-2629318_large.jpg?v=1680031407
1971: The Road Starts Hear LP,Aerosmith,$31.99,//www.newburycomics.com/cdn/shop/products/Aerosmith-1971_The_Road_Starts_Hear_LP-2545475_large.jpg?v=1637715245
Little Richard's Greatest Hits Exclusive LP,Little Richard,$54.99,//www.newburycomics.com/cdn/shop/products/Little-Richard-Greatest-Hits-Exclusive-Color-Vinyl-LP-2339390_large.jpg?v=1545088693
We Are Always Alone Exclusive LP,portrayal of guilt,$14.99,//www.newburycomics.com/cdn/shop/products/Portrayal-of-Guilt-We-Were-Always-Alone-Exclusive-Color-Vinyl-LP-2526935_large.jpg?v=1624482700
Wipers (aka Wipers Tour 84) Exclusive LP,Wipers,$14.99,//www.newburycomics.com/cdn/shop/products/Wipers-Wipers-AKA-Wipers-Tour-84-Exclusive-Color-Vinyl-LP-2510560_large.jpg?v=1617136395
Shake Some Action Exclusive LP,Flamin' Groovies,$14.99,//www.newburycomics.com/cdn/shop/products/Flamin-Groovies-Shake-Some-Action-Exclusive-Color-Vinyl-LP-2571932_large.jpg?v=1649190370
On Fire Exclusive LP (Pink),Galaxie 500,$31.99,//www.newburycomics.com/cdn/shop/products/Galaxie-500-On-Fire-Exclusive-Color-Vinyl-LP-2618771_large.jpg?v=1677016932
The Singles Exclusive LP (White),Bikini Kill,$39.99,//www.newburycomics.com/cdn/shop/products/Bikini-Kill-The-Singles-Exclusive-Color-Vinyl-LP-2374461_large.jpg?v=1560802558
Unmap Exclusive LP,Volcano Choir,$29.99,//www.newburycomics.com/cdn/shop/products/Volcano-Choir-Unmap-LP-Vinyl-2090796_large.jpeg?v=1437497241
Flowering Jungle Exclusive LP,Monster Rally,$44.99,//www.newburycomics.com/cdn/shop/products/Monster-Rally-Flowering-Jungle-Exclusive-Color-Vinyl-LP-2508884_large.jpg?v=1630351286
Nocturne Exclusive LP (White),Wild Nothing,$54.99,//www.newburycomics.com/cdn/shop/products/Wild-Nothing-Nocturne-LP-Exclusive-Vinyl-2153452_large.jpeg?v=1451586521
Sweet Tooth Exclusive LP (Splatter),Mom Jeans,$49.99,//www.newburycomics.com/cdn/shop/products/Mom-Jeans-Sweet-Tooth-Exclusive-Color-Vinyl-LP-2546332_large.jpg?v=1632832256
American Slang Exclusive LP,The Gaslight Anthem,$64.99,//www.newburycomics.com/cdn/shop/products/The-Gaslight-Anthem-American-Slang-Exclusive-Vinyl-LP-2373379_large.jpg?v=1555350762
Cocodrillo Turbo Exclusive LP,Action Bronson,$14.99,//www.newburycomics.com/cdn/shop/products/Action-Bronson-Cocodrillo-Turbo-Exclusive-Color-Vinyl-LP-2578654_large.jpg?v=1650550911
Eskimo Exclusive LP,The Residents,$19.99,//www.newburycomics.com/cdn/shop/products/The-Residents-Eskimo-Exclusive-Color-Vinyl-LP-2485152_large.jpg?v=1635187936
Only Built 4 Cuban Linx… Exclusive 2 LP,Raekwon,$59.99,//www.newburycomics.com/cdn/shop/products/Raekwon-Only-Built-4-Cuban-Linx-2LP-Vinyl-Exclusive-2278302_large.jpg?v=1506360113
Fun Exclusive LP,Daniel Johnston,$39.99,//www.newburycomics.com/cdn/shop/products/Daniel-Johnston-Fun-Exclusive-Color-Vinyl-LP-2433658_large.jpg?v=1579547674
Look-Ka Py Py Exclusive LP,The Meters,$24.99,//www.newburycomics.com/cdn/shop/files/The-Meters-Look-Ka-Py-Py-Exclusive-Color-Vinyl-LP-2650155_large.jpg?v=1690813752
Modern Lovers Exclusive LP,Modern Lovers,$89.99,//www.newburycomics.com/cdn/shop/products/Modern-Lovers-Modern-Lovers-LP-Vinyl-2116875_large.jpg?v=1464014999
Fire Of Love Exclusive LP (Starburst),The Gun Club,$59.99,//www.newburycomics.com/cdn/shop/products/The-Gun-Club-Fire-of-Love-Exclusive-Color-Vinyl-LP-2278112_large.jpg?v=1503516749
Good Feeling Exclusive LP,Travis,$9.99,//www.newburycomics.com/cdn/shop/products/Travis-Good-Feeling-Exclusive-Color-Vinyl-LP-2506380_large.jpg?v=1668457789
Arkhon Exclusive LP With Autographed Print,Zola Jesus,$15.99,//www.newburycomics.com/cdn/shop/products/Zola-Jesus-Arkhon-Exclusive-Color-Vinyl-LP-2573498_large.jpg?v=1647969275
A Blessing And A Curse Exclusive LP (Orange),Drive-By Truckers,$24.99,//www.newburycomics.com/cdn/shop/products/Drive-By-Truckers-A-Blessing-And-A-Curse-Exclusive-Vinyl-LP-2323650_large.jpg?v=1525707667
Up The Bracket Exclusive LP,The Libertines,$59.99,//www.newburycomics.com/cdn/shop/products/The-Libertines-Up-The-Bracket-Exclusive-Color-Vinyl-LP-2193993_large.jpg?v=1467043085
Prom King Exclusive LP,Skylar Spence,$29.99,//www.newburycomics.com/cdn/shop/products/Skylar-Spence-Prom-King-Exclusive-Color-Vinyl-LP-2578644_large.jpg?v=1660001108
Symphony No. 5 - Carlos Kleiber Exclusive LP,Beethoven,$39.99,//www.newburycomics.com/cdn/shop/products/Beethoven-Symphony-No-5-Kleiber-Exclusive-LP-Vinyl-2122659_large.jpg?v=1445612051
Greetings From Bunezuela! Exclusive LP,Bun E. Carlos,$14.99,//www.newburycomics.com/cdn/shop/products/Bun-E-Carlos-Greetings-from-Bunezuela-Vinyl-LP-with-Autograph-2230323_large.jpg?v=1479487363
Dance Gavin Dance Exclusive LP (Color),Dance Gavin Dance,$36.99,//www.newburycomics.com/cdn/shop/files/Dance-Gavin-Dance-Dance-Gavin-Dance-Exclusive-Color-Vinyl-LP-2620880_large.jpg?v=1705507108
Dog Problems Exclusive 2LP,The Format,$19.99,//www.newburycomics.com/cdn/shop/products/The-Format-Dog-Problems-Exclusive-Color-Vinyl-2LP-2624929_large.jpg?v=1678816144
808s & Heartbreak 2LP + CD,Kanye West,$59.99,//www.newburycomics.com/cdn/shop/products/Kanye_West-808s_And_Heartbreak_2LP_CD-1162502_large.jpg?v=1579806281
The Creek Drank The Cradle Exclusive LP,Iron And Wine,$64.99,//www.newburycomics.com/cdn/shop/products/Iron-and-Wine-Creek-Drank-the-Cradle-Exclusive-Color-Vinyl-LP-2286784_large.jpg?v=1505324138
Our Mother The Mountain Exclusive LP,Townes Van Zandt,$34.99,//www.newburycomics.com/cdn/shop/products/Townes-Van-Zandt-Our-Mother-the-Mountain-LP-Vinyl-2139410_large.jpeg?v=1446834573
Four Year Strong Exclusive LP,Four Year Strong,$13.99,//www.newburycomics.com/cdn/shop/products/Four-Years-Strong-Four-Years-Strong-Exclusive-Color-Vinyl-LP-2549083_large.jpg?v=1652386084
Unknown Mortal Orchestra Exclusive LP,Unknown Mortal Orchestra,$44.99,//www.newburycomics.com/cdn/shop/products/Unknown-Mortal-Orchestra-Unknown-Mortal-Orchestra-Exclusive-Color-Vinyl-LP-2284766_large.jpg?v=1511985147
Nathaniel Rateliff & The Night Sweats Exclusive LP,Nathaniel Rateliff & The Night Sweats,$64.99,//www.newburycomics.com/cdn/shop/products/Nathaniel-Rateliff-and-the-Night-Sweats-Self-Titled-Exclusive-Color-Vinyl-LP-2259702_large.jpg?v=1493659039
Brave Faces Etc. Exclusive 2LP,Spanish Love Songs,$49.99,//www.newburycomics.com/cdn/shop/products/Spanish-Love-Songs-Brave-Faces-ETC-Exclusive-Color-Vinyl-2LP-2565536_large.jpg?v=1643669005
A Different Shade Of Blue Exclusive LP (Black Stripe),Knocked Loose,$34.99,//www.newburycomics.com/cdn/shop/products/Knocked-Loose-A-Different-Shade-of-Blue-Exclusive-Color-Vinyl-LP-2519429_large.jpg?v=1629408682
Between The Heart And The Synapse Exclusive 2LP,The Receiving End Of Sirens,$39.99,//www.newburycomics.com/cdn/shop/files/The-Receiving-End-of-Sirens-Between-the-Heart-and-the-Synapse-Exclusive-Color-Vinyl-2LP-2659821_large.jpg?v=1693343748
The Dirty South Exclusive 2LP,Drive-By Truckers,$54.99,//www.newburycomics.com/cdn/shop/products/Drive-By-Truckers-The-Dirty-South-Exclusive-Color-Vinyl-2LP-2505964_large.jpg?v=1614688168
Axe To Fall Exclusive LP,Converge,$49.99,//www.newburycomics.com/cdn/shop/products/Converge-Axe-To-Fall-Exclusive-Color-Vinyl-LP-2211667_large.jpg?v=1473698680
Acceptance Speech Exclusive LP,Dance Gavin Dance,$27.99,//www.newburycomics.com/cdn/shop/products/Dance-Gavin-Dance-Acceptance-Speech-Exclusive-Color-Vinyl-LP-2620731_large.jpg?v=1677613289
Shout At The Devil Exclusive LP (Blood Filled),Motley Crue,$399.99,//www.newburycomics.com/cdn/shop/files/Motley-Crue-Shout-at-the-Devil-Exclusive-Color-Vinyl-LP-2657317_large.jpg?v=1691599278
Riot LP (Color),Paramore,$35.99,//www.newburycomics.com/cdn/shop/products/Paramore-Riot-Vinyl-Color-LP-2519610_large.jpg?v=1621545208
Pure Heroine LP,Lorde,$37.99,//www.newburycomics.com/cdn/shop/products/Lorde-Pure-Heroine-LP-Vinyl-1931148_large.jpeg?v=1437498566
From 2 To 3 LP With Autographed Postcard,Peach Pit,$27.99,//www.newburycomics.com/cdn/shop/products/Peach-Pit-From-2-To-3-Vinyl-LP-Autographed-2561535_large.jpg?v=1645813733
Coral Exclusive LP,Monster Rally,$24.99,//www.newburycomics.com/cdn/shop/products/Monster-Rally-Coral-Exclusive-Color-Vinyl-LP-2508882_large.jpg?v=1630351237
Drunken Lullabies Exclusive LP,Flogging Molly,$29.99,//www.newburycomics.com/cdn/shop/products/Flogging-Molly-Drunken-Lullabies-Exclusive-Color-Vinyl-LP-2604768_large.jpg?v=1666990583
Happiness Is Exclusive LP,Taking Back Sunday,$17.99,//www.newburycomics.com/cdn/shop/products/Taking-Back-Sunday-Happiness-Is-Exclusive-Color-Vinyl-LP-2600991_large.jpg?v=1663350026
Celebration Rock Exclusive LP (Splatter),Japandroids,$21.99,//www.newburycomics.com/cdn/shop/products/Japandroids-Celebration-Rock-Exclusive-Color-Vinyl-LP-2452805_large.jpg?v=1594863911
Back To Black LP,Amy Winehouse,$34.99,//www.newburycomics.com/cdn/shop/products/Amy-Winehouse-Back-To-Black-LP-Vinyl-0168025_large.jpeg?v=1437497317
Return To Paradise Exclusive LP,Monster Rally,$11.99,//www.newburycomics.com/cdn/shop/products/Monster-Rally-Return-to-Paradise-Exclusive-Color-Vinyl-LP-2544613_large.jpg?v=1660168231
Thousand Mile Stare Exclusive LP,Incendiary,$39.99,//www.newburycomics.com/cdn/shop/products/Incendiary-Thousand-Mile-Stare-Exclusive-Color-Vinyl-LP-2517664_large.jpg?v=1621534259
The Stings Of Conscience Exclusive LP,Unearth,$15.99,//www.newburycomics.com/cdn/shop/products/Unearth-Stings-of-Conscience-Exclusive-Color-Vinyl-LP-2554034_large.jpg?v=1637250023
The Great Destroyer Exclusive 2 LP,Low,$79.99,//www.newburycomics.com/cdn/shop/products/Low-The-Great-Destroyer-2LP-Vinyl-Exclusive-2286789_large.jpg?v=1508172215
Individual Thought Patterns Exclusive LP,Death,$35.99,//www.newburycomics.com/cdn/shop/products/Death-Individual-Thought-Patterns-Exclusive-Color-Vinyl-LP-2465744_large.jpg?v=1605903467
Heaven Surrounds You Exclusive LP,Surf Curse,$29.99,//www.newburycomics.com/cdn/shop/products/Surf-Curse-Heaven-Surrounds-You-Exclusive-Color-Vinyl-LP-2578687_large.jpg?v=1676331120
Peripheral Vision Exclusive LP (Creamsicle),Turnover,$39.99,//www.newburycomics.com/cdn/shop/products/Turnover-Peripheral-Vision-Exclusive-Color-Vinyl-LP-2578772_large.jpg?v=1675712368
20/20 Exclusive LP (Clear),Knuckle Puck,$44.99,//www.newburycomics.com/cdn/shop/products/Knuckle-Puck-2020-Exclusive-Color-Vinyl-2450358_large.jpg?v=1592415687
Conduit Exclusive LP,The Spill Canvas,$21.99,//www.newburycomics.com/cdn/shop/products/The-Spill-Canvas-Conduit-Exclusive-Color-Vinyl-LP-2503196_large.jpg?v=1611694365
Bizarre Ride II The Pharcyde Exclusive 2 LP,The Pharcyde,$49.99,//www.newburycomics.com/cdn/shop/products/The-Pharcyde-Bizarre-Ride-II-the-Pharcyde-2LP-Vinyl-Exclusive-2144980_large.jpeg?v=1453482983
Hungry For Stink Exclusive LP (Fuel My Fire),L7,$49.99,//www.newburycomics.com/cdn/shop/products/L7-Hungry-For-Stink-Exclusive-Vinyl-LP-2345619_large.jpg?v=1535473348
Unsilent Death Exclusive LP,Nails,$34.99,//www.newburycomics.com/cdn/shop/products/Nails-Unsilent-Death-Exclusive-Color-Vinyl-LP-2505234_large.jpg?v=1613430538
Castaways Vol. 1 Exclusive 2LP,Monster Rally,$17.99,//www.newburycomics.com/cdn/shop/products/Monster-Rally-Castaways-Volume-One-Exclusive-Color-Vinyl-LP-2544616_large.jpg?v=1659452431
Quack Exclusive 2LP,Duck Sauce,$54.99,//www.newburycomics.com/cdn/shop/files/Duck-Sauce-Quack-Exclusive-Color-Vinyl-2LP-2644260_large.jpg?v=1686691931
Strung Out In Heaven Exclusive LP (Clear),Brian Jonestown Massacre,$15.99,//www.newburycomics.com/cdn/shop/products/The-Brian-Jonestown-Massacre-Strung-Out-in-Heaven-Exclusive-Color-Vinyl-LP-2613275_large.jpg?v=1673904612
Draw Down The Moon Exclusive LP (Cloudy),Foxing,$24.99,//www.newburycomics.com/cdn/shop/products/Foxing-Draw-Down-the-Moon-Exclusive-Color-Vinyl-LP-2522876_large.jpg?v=1622056949
Soundtrack - Only Lovers Left Alive Exclusive 2LP (Blood),SQURL & Jozef Wissem,$39.99,//www.newburycomics.com/cdn/shop/products/SQURL-Jozef-Van-Wissem-Only-Lovers-Left-Alive-Soundtrack-Exclusive-Color-Vinyl-2LP-2506031_large.jpg?v=1613065283
Scumdogs Of The Universe 30th Anniversary Exclusive 2LP,GWAR,$41.99,//www.newburycomics.com/cdn/shop/products/Gwar-Scumdogs-of-the-Universe-30th-Anniversary-Exclusive-Color-Vinyl-LP-2458329_large.jpg?v=1598366767
Soundtrack - Phantasm Exclusive LP,Fred Myrow & Malcolm Seagrave,$99.99,//www.newburycomics.com/cdn/shop/products/Fred-Myrow-Malcolm-Seagrave-Phantasm-Soundtrack-Exclusive-LP-Vinyl-2138413_large.jpeg?v=1445614502
Destroyer's Rubies Exclusive 2LP,Destroyer,$39.99,//www.newburycomics.com/cdn/shop/products/Destroyer-Destroyers-Rubies-Exclusive-Color-Vinyl-2-LP-2458350_large.jpg?v=1598977495
Forever On My Mind Exclusive LP,Son House,$17.99,//www.newburycomics.com/cdn/shop/products/Son-House-Forever-On-My-Mind-Exclusive-Color-Vinyl-LP-2556998_large.jpg?v=1639514668
As Tall As Lions Exclusive LP,As Tall As Lions,$29.99,//www.newburycomics.com/cdn/shop/files/As-Tall-As-Lions-As-Tall-As-Lions-Exclusive-Color-Vinyl-LP-2659819_large.jpg?v=1693343805
Sublime Exclusive 2 LP,Sublime,$114.99,//www.newburycomics.com/cdn/shop/products/Sublime-Sublime-2LP-Vinyl-2036236_large.jpeg?v=1437497143
Evil And Divine Exclusive LP,Sunbomb,$11.99,//www.newburycomics.com/cdn/shop/products/Sunbomb-Evil-and-Divine-Exclusive-Color-Vinyl-LP-2506124_large.jpg?v=1614105647
An Awesome Wave LP,Alt-J,$29.99,//www.newburycomics.com/cdn/shop/products/Alt-J-An-Awesome-Wave-LP-Vinyl-1750606_large.jpeg?v=1437498260
Lush Life Exclusive LP (Pink),John Coltrane,$34.99,//www.newburycomics.com/cdn/shop/products/John-Coltrane-Lush-Life-LP-Vinyl-2139369_large.jpeg?v=1441748130
Alvvays Exclusive LP (Clear),Alvvays,$59.99,//www.newburycomics.com/cdn/shop/products/Alvvays-Alvvays-Exclusive-LP-Vinyl-2139450_large.jpeg?v=1444750261
Texis Exclusive LP,Sleigh Bells,$35.99,//www.newburycomics.com/cdn/shop/products/Sleigh-Bells-Texis-Exclusive-Color-Vinyl-LP-2532579_large.jpg?v=1627417249
Vol. 2 Exclusive LP,The West Coast Pop Art Experimental Band,$13.99,//www.newburycomics.com/cdn/shop/products/The-West-Coast-Pop-Art-Experimental-Band-Vol-2-Exclusive-Color-Vinyl-LP-2535077_large.jpg?v=1648501432
Cost Of Living Exclusive LP,Incendiary,$39.99,//www.newburycomics.com/cdn/shop/products/Incendiary-Cost-of-Living-Exclusive-Color-Vinyl-LP-2517665_large.jpg?v=1621534283
Stranger In The Alps LP,Phoebe Bridgers,$33.99,//www.newburycomics.com/cdn/shop/products/Phoebe-Bridgers-Stranger-In-The-Alps-Vinyl-LP-2286063_large.jpg?v=1506025881
Dinosaur Exclusive LP,Dinosaur Jr.,$59.99,//www.newburycomics.com/cdn/shop/products/Dinosaur-Jr-Dinosaur-Exclusive-Color-Vinyl-LP-2444444_large.jpg?v=1584393384
The Albatross Exclusive LP (Glow),Foxing,$15.99,//www.newburycomics.com/cdn/shop/products/Foxing-The-Albatross-Exclsusive-Color-Vinyl-LP-2597281_large.jpg?v=1671818297
This World Is Going To Ruin You Exclusive LP,Vein.fm,$13.99,//www.newburycomics.com/cdn/shop/products/Vein-FM-The-World-is-Going-to-Ruin-You-Exclusive-Color-Vinyl-LP-2561406_large.jpg?v=1641329882
Soundtrack - Only Lovers Left Alive Exclusive 2LP (Brass),SQURL & Jozef Wissem,$29.99,//www.newburycomics.com/cdn/shop/products/SQURL-Jozef-Van-Wissem-Only-Lovers-Left-Alive-Soundtrack-Exclusive-Color-Vinyl-2LP-2506032_large.jpg?v=1613065317
I Wish I Could Stay Here Exclusive LP (Pinwheel),Basement,$34.99,//www.newburycomics.com/cdn/shop/products/Basement-I-Wish-I-Could-Stay-Here-Exclusive-Vinyl-LP-2368966_large.jpg?v=1550612263
Big Red Machine Exclusive LP,Big Red Machine,$69.99,//www.newburycomics.com/cdn/shop/products/Big-Red-Machine-Big-Red-Machine-Color-Vinyl-LP-2394009_large.jpg?v=1558384006
Painted Shut Exclusive LP,Hop Along,$11.99,//www.newburycomics.com/cdn/shop/products/Hop-Along-Painted-Shut-Exclusive-Color-Vinyl-LP-2599005_large.jpg?v=1665586928
20/20 Exclusive LP,Knuckle Puck,$44.99,//www.newburycomics.com/cdn/shop/products/Knuckle-Puck-2020-Exclusive-Color-Vinyl-LP-2509250_large.jpg?v=1620074945
Out There Exclusive LP,Eric Dolphy,$34.99,//www.newburycomics.com/cdn/shop/products/Eric-Dolphy-Out-There-LP-Vinyl-2135500_large.jpeg?v=1441748116
Sunbathing Animal Exclusive LP,Parquet Courts,$34.99,//www.newburycomics.com/cdn/shop/products/Parquet-Courts-Sunbathing-Animal-Exclusive-Color-Vinyl-LP-2423472_large.jpg?v=1576107107
Mother Earth's Plantasia Exclusive LP,Mort Garson,$59.99,//www.newburycomics.com/cdn/shop/products/Mort-Garson-Mother-Earths-Plantasia-Exclusive-Color-Vinyl-LP-2582299_large.jpg?v=1656367411
Random Access Memories 2 LP,Daft Punk,$45.99,//www.newburycomics.com/cdn/shop/products/Daft-Punk-Random-Access-Memories-2LP-Vinyl-1839927_large.jpeg?v=1437498393
Sounding The Seventh Trumpet Exclusive 2LP,Avenged Sevenfold,$64.99,//www.newburycomics.com/cdn/shop/products/Avenged-Sevenfold-Sounding-the-Seventh-Trumpet-Exclusive-Vinyl-2LP-2370025_large.jpg?v=1548198082
Go Exclusive LP,Motion City Soundtrack,$16.99,//www.newburycomics.com/cdn/shop/products/Motion-City-Soundtrack-Go-Exclusive-Color-Vinyl-LP-2586491_large.jpg?v=1668797502
Soundtrack - The Lighthouse Exclusive LP,Mark Korven,$17.99,//www.newburycomics.com/cdn/shop/products/Mark-Korven-The-Lighthouse-Exclusive-Color-Vinyl-LP-2602747_large.jpg?v=1666296479
Towards The Sun Exclusive LP,Alexi Murdoch,$14.99,//www.newburycomics.com/cdn/shop/products/Alexi-Murdoch-Towards-the-Sun-Exclusive-Color-Vinyl-LP-2590862_large.jpg?v=1661808308
College Dropout  2 LP,Kanye West,$35.99,//www.newburycomics.com/cdn/shop/products/0830028_large.jpg?v=1599752150
The Finer Things Exclusive LP (Color),State Champs,$19.99,//www.newburycomics.com/cdn/shop/products/State-Champs-Finer-Things-Exclusive-Color-Vinyl-LP-2597282_large.jpg?v=1666817007
After The Rain Exclusive LP,Muddy Waters,$34.99,//www.newburycomics.com/cdn/shop/products/Muddy-Waters-After-the-Rain-LP-Exclusive-Vinyl-2139459_large.jpeg?v=1446239734
evermore LP (Color),Taylor Swift,$39.99,//www.newburycomics.com/cdn/shop/products/Taylor-Swift-evermore-Vinyl-Color-2LP-2510153_large.jpg?v=1618595908
Collide With The Sky - Exclusive LP (Light Blue),Pierce The Veil,$34.99,//www.newburycomics.com/cdn/shop/files/Pierce-The-Veil-Collide-With-The-Sky-Exclusive-Color-Vinyl-LP-2694976_large.jpg?v=1710966683
Enter The Wu-Tang Clan LP,Wu-Tang Clan,$29.99,//www.newburycomics.com/cdn/shop/products/Wu-Tang-Clan-Enter-The-Wu-Tang-Clan-LP-Vinyl-0077130_large.jpeg?v=1437499318
At The Moonbase Exclusive LP,"Slaughter Beach, Dog",$36.99,//www.newburycomics.com/cdn/shop/products/Slaughter-Beach-Dog-At-the-Moonbase-Exclusive-Color-Vinyl-LP-2500456_large.jpg?v=1609270341
Peripheral Vision Exclusive LP (Moonphase),Turnover,$49.99,//www.newburycomics.com/cdn/shop/products/Turnover-Peripheral-Vision-Exclusive-Color-Vinyl-LP-2516910_large.jpg?v=1620165735
Either/Or Expanded Edition Exclusive 2LP (Sandstone),Elliott Smith,$39.99,//www.newburycomics.com/cdn/shop/files/Elliott-Smith-Either-Or-Expanded-Edition-Exclusive-Color-Vinyl-2LP-2631204_large.jpg?v=1684791755
Heavy Pendulum Exclusive 2LP,Cave In,$34.99,//www.newburycomics.com/cdn/shop/products/Cave-In-Heavy-Pendulum-Exclusive-Color-Vinyl-2LP-2572119_large.jpg?v=1647288278
Option Paralysis Exclusive LP (Turquoise),The Dillinger Escape Plan,$29.99,//www.newburycomics.com/cdn/shop/products/Dillenger-Escape-Plan-Option-Paralysis-Exclusive-Color-Vinyl-LP-2407253_large.jpg?v=1567202523
Madvillainy 2 LP,Madvillain,$39.99,//www.newburycomics.com/cdn/shop/products/Madvillain-Madvillainy-LP-Vinyl-0854801_acaaad0d-276f-476f-ba11-f505c3f1de3d_large.jpeg?v=1437497495
Bummer / Who Are You? Exclusive  LP,"Nothing, Nowhere.",$15.99,//www.newburycomics.com/cdn/shop/products/Nothing-Nowhere-Bummer-Who-Are-You-Exclusive-Color-Vinyl-LP-2514275_large.jpg?v=1623628987
The Shadow I Remember Exclusive LP,Cloud Nothings,$17.99,//www.newburycomics.com/cdn/shop/products/Cloud-Nothings-The-Shadow-I-Remember-Exclusive-Color-Vinyl-LP-2465755_c6a21d75-5b32-4242-964b-86e2ee32799c_large.jpg?v=1602597450
